row,out_of_sample,symbol,catalyst,origin,event_ref,headline,available_at,decision_date,entry_date,entry_price,exit_date,exit_reason,sessions,sentiment_model,sentiment_pos,sentiment_neg,rule_score,skip_reason,model_prob,model_weight,model_confidence,timesfm_expected_pct,timesfm_low_pct,timesfm_high_pct,timesfm_feature_delta,in_rules,in_naive_all_events,in_rules_plus_model,tfm_compared,in_rules_without_timesfm,in_timesfm_filter,in_timesfm_feature,cost_pct,trade_return_pct,spy_return_pct,sector,market_cap_usd,cap_bucket,catalyst_price,move_at_decision_pct,move_at_fill_pct,gap_at_fill_pct,hold1_pct,hold3_pct,hold5_pct,hold10_pct,spy_hold1_pct,spy_hold3_pct,spy_hold5_pct,spy_hold10_pct
0,0,TGTX,guidance_raise,filing,0001437749-24-024718,8-K: TG Therapeutics Reports Second Quarter 2024 Financial Results and Raises BRIUMVI® (ublituximab-xiiy) Full Year Revenue Guidance,2024-08-06T11:08:39+00:00,2024-08-06,2024-08-07,21.4,2024-08-20,target,9,finbert,0.933,0.013,87.6,priced_in,,,,,,,,0,0,0,0,0,0,0,0.2,17.416822429906563,5.605438340870816,Health care,3180493808,Mid ($2-10B),17.21,19.582,24.346,3.984,-6.788785046728973,-7.115887850467273,-0.9943925233644733,15.267289719626188,-2.0563021552784555,0.6552992601282839,2.3677900353851644,5.520286865858037
1,0,PLTR,guidance_raise,filing,0001321655-24-000133,8-K: Palantir Reports Revenue Growth of 27% Year-Over-Year and Raises Full Year Revenue Guidance; Record GAAP EPS of $0.06 in Q2 2024,2024-08-05T20:08:01+00:00,2024-08-06,2024-08-07,27.07,2024-08-12,target,3,finbert,0.955,0.018,93.8,priced_in,,,,,,,,0,0,0,0,0,0,0,0.2,11.436497968230519,0.8861543701629284,Technology,59506798010,Large (>= $10B),24.09,10.378,12.37,1.805,-2.970594754340594,10.660731437015158,12.064499445881061,19.194163280384192,-2.0563021552784555,0.6552992601282839,2.3677900353851644,5.520286865858037
2,0,INTC,insider_buy_cluster,filing,0001127602-24-021794,1 insider(s) bought $252K of INTC (Form 4),2024-08-07T20:23:22+00:00,2024-08-08,2024-08-09,20.08,2024-08-23,time_stop,10,,,,71.2,,,,,,,,,0,0,0,0,0,0,0,0.2,0.9952191235059751,5.4095581434854045,Technology,87615240000,Large (>= $10B),18.99,7.899,5.74,-2.001,-2.0426294820717006,1.7422310756972206,2.8378486055776975,-0.10039840637447989,0.4002151714765702,2.1083747003642905,4.190253109605346,4.784805873803832
3,0,MRK,fda_approval,fda,BLA125514:20240807,FDA new indication: KEYTRUDA,2024-08-07T20:15:00+00:00,2024-08-08,2024-08-09,113.78,2024-08-23,time_stop,10,,,,82.0,,,,,,,,,0,0,0,0,0,0,0,0.2,2.4542450342766697,5.4095581434854045,Health care,288765476823,Large (>= $10B),112.49,1.271,1.147,-0.123,0.4767445948321349,0.33612234136051206,-0.6130778695728643,2.234522763227287,0.4002151714765702,2.1083747003642905,4.190253109605346,4.784805873803832
4,0,RKLB,earnings_beat,filing,0000950170-24-094034,"8-K: Rocket Lab Announces Second Quarter 2024 Financial Results, Posts Record Revenue on 71% Year-on-Year Growth",2024-08-08T20:19:00+00:00,2024-08-09,2024-08-12,5.41,2024-08-19,target,5,finbert,0.949,0.018,85.2,priced_in,,,,,,,,0,0,0,0,0,0,0,0.5,24.82347504621073,3.641186050429601,Industrials,2666957579,Mid ($2-10B),4.77,12.579,13.417,0.745,-0.8696857670979714,-4.751386321626627,20.756931608133065,28.15064695009241,-0.37596076449337695,1.5858145673049775,3.562565283315533,5.026409090058204
5,0,INCY,fda_approval,fda,BLA761411:20240814,FDA approval: NIKTIMVO,2024-08-14T20:15:00+00:00,2024-08-15,2024-08-16,61.88,2024-08-28,target,8,,,,85.8,,,,,2.4386,-5.7269,9.68,,0,0,0,0,0,0,0,0.2,5.6823529411764495,1.5754161981792694,Health care,,Unknown,61.18,0.817,1.144,0.324,0.2524886877828038,3.8400775694893197,1.64227537168713,6.312605042016806,0.3241014109027553,1.120227775561289,0.6704798520184465,1.0567552863516074
6,0,GILD,fda_approval,fda,NDA217899:20240814,FDA approval: LIVDELZI,2024-08-14T20:15:00+00:00,2024-08-15,2024-08-16,73.94,2024-08-29,target,9,,,,85.8,,,,,-0.2957,-6.4985,6.153,,0,0,0,0,0,0,0,0.2,6.548715174465802,1.4122012259257801,Health care,92552711302,Large (>= $10B),74.14,0.27,-0.27,-0.538,-0.4163916689207457,0.8954828239112758,2.4507979442791594,7.2519880984582175,0.3241014109027553,1.120227775561289,0.6704798520184465,1.0567552863516074
7,0,SRPT,insider_buy_cluster,filing,0000950170-24-098859,"1 insider(s) bought $4,956K of SRPT (Form 4)",2024-08-20T12:00:04+00:00,2024-08-20,2024-08-21,141.25,2024-09-05,time_stop,10,,,,76.1,,,,,-5.2394,-10.1536,-0.5253,,0,0,0,0,0,0,0,0.2,-4.738053097345129,-1.7863658288225557,Health care,13398016264,Large (>= $10B),137.28,2.338,2.892,0.541,1.3575221238937953,-0.6884955752212372,-0.6247787610619391,-4.773451327433631,-0.04815191953837489,0.22160172928167315,0.11977419297211095,-1.7756471407899597
8,0,AMGN,fda_approval,fda,BLA761024:20240820,FDA new indication: AMJEVITA,2024-08-20T20:15:00+00:00,2024-08-21,2024-08-22,329.5,2024-09-06,time_stop,10,,,,82.0,,,,,-0.5103,-4.3962,2.1223,,0,0,0,0,0,0,0,0.2,-1.6567526555386956,-2.4433162684868948,Health care,176861912763,Large (>= $10B),328.55,0.183,0.289,0.106,-1.7083459787556985,-1.025493171471936,-0.20303490136570607,-1.7599393019726792,-1.3269908987485588,-0.5146331058020424,-0.9572525597269619,-2.501976678043216
9,0,AMGN,fda_approval,fda,BLA761298:20240823,FDA approval: PAVBLU,2024-08-23T20:15:00+00:00,2024-08-26,2024-08-27,328.42,2024-09-11,time_stop,10,,,,67.8,,,,,-0.1177,-3.7678,2.5174,,0,0,0,0,0,0,0,0.2,-0.3857377748005651,-2.128542065094996,Health care,175588442512,Large (>= $10B),328.8,-0.614,-0.116,0.502,-0.6536873515620265,0.5886243225138534,0.43638024480847654,-0.04471104074050808,0.1699798030349033,-0.40375699297574547,-1.5244204543423454,-2.1124559867021886
10,0,NBIX,positive_trial,filing,0000914475-24-000199,8-K: Neurocrine Biosciences Reports Positive Phase 2 Data for NBI-1117568,2024-08-28T11:00:59+00:00,2024-08-28,2024-08-29,125.19,2024-09-13,time_stop,10,finbert,0.924,0.023,79.5,,,,,19.3439,-3.8316,26.1821,,0,0,0,0,0,0,0,0.2,-4.193929227574089,-0.3070835787331803,Health care,12496820576,Large (>= $10B),152.55,-18.873,-17.935,1.155,2.388066139468026,-0.2718907260963353,-3.3791676651489744,-3.3232526559629383,-0.5498063571951148,-1.6688297549570572,-2.109657154075406,-0.417736610090824
11,0,MRK,fda_approval,fda,NDA209940:20240830,FDA new indication: PREVYMIS,2024-08-30T20:15:00+00:00,2024-09-03,2024-09-04,116.66,2024-09-18,time_stop,10,,,,59.0,,,,,0.5844,-2.7398,4.1455,,0,0,0,0,0,0,0,0.2,1.1200754328818843,2.2609233006179563,Health care,295508069593,Large (>= $10B),118.45,-1.579,-1.511,0.069,-0.9371849819989728,0.8114863706497613,-1.340065146579805,1.197222698439915,-0.06368593238821313,-1.9884405670665293,-0.4562704471101518,2.13914940021811
12,0,LULU,insider_buy_cluster,filing,0001062993-24-016224,"1 insider(s) bought $1,040K of LULU (Form 4)",2024-09-05T21:13:58+00:00,2024-09-06,2024-09-09,253.89,2024-09-19,target,8,,,,73.6,,,,,0.2389,-9.2341,9.1211,,0,0,0,0,0,0,0,0.2,8.50061837803775,4.63980537960158,Consumer,29866954012,Large (>= $10B),253.7,0.055,0.075,0.02,-2.2894875733585285,0.3159714837134288,4.869124423963145,3.234558273267951,0.12314330303864213,1.5938125401633976,2.987368034517579,4.133057927109163
13,0,ADBE,earnings_beat,filing,0000796343-24-000200,8-K: Adobe Reports Record Revenue in Q3 Fiscal 2024,2024-09-12T20:06:12+00:00,2024-09-13,2024-09-16,537.4,2024-09-19,stop,3,finbert,0.935,0.019,73.1,,,,,4.2544,-6.46,8.8294,,0,0,0,0,0,0,0,0.2,-3.659248232229262,1.4502296436073705,Technology,238048158000,Large (>= $10B),586.55,-8.47,-8.38,0.099,-3.1586899888351283,-5.646594715295861,-3.009825083736517,-4.278898399702258,-0.004179869690590199,-0.260526222095636,0.9588991348310485,1.5321180617367427
14,0,REGN,fda_approval,fda,BLA761055:20240912,FDA new indication: DUPIXENT,2024-09-12T20:15:00+00:00,2024-09-13,2024-09-16,1162.05,2024-09-24,stop,6,,,,83.0,,,,,-0.2277,-4.9805,4.9274,,0,0,0,0,0,0,0,0.2,-7.576618906243282,1.3558799444582939,Health care,108363126118,Large (>= $10B),1164.46,-0.954,-0.207,0.754,-0.9719117077578441,-2.199913945183085,-1.664652983950776,-10.471502947377475,-0.004179869690590199,-0.260526222095636,0.9588991348310485,1.5321180617367427
15,0,LLY,fda_approval,fda,BLA761306:20240913,FDA approval: EBGLYSS,2024-09-13T20:15:00+00:00,2024-09-16,2024-09-17,921.5,2024-09-30,stop,9,,,,86.8,,,,,0.2292,-7.0612,3.803,,0,0,0,0,0,0,0,0.2,-6.383396635919703,0.7414262962307518,Health care,877756223014,Large (>= $10B),923.71,-0.018,-0.239,-0.221,-1.8625067824199701,-0.9010309278350557,-0.5233857840477472,-4.058925664677148,-0.559228455140681,0.8405238010971596,0.608706423641814,1.3324721288267452
16,0,MRK,fda_approval,fda,BLA125514:20240917,FDA new indication: KEYTRUDA,2024-09-17T20:15:00+00:00,2024-09-18,2024-09-19,118.9,2024-09-25,stop,4,,,,71.0,,,,,-0.2126,-2.9321,2.7144,,0,0,0,0,0,0,0,0.2,-3.2277544154751925,-0.17723332340939796,Health care,300729776776,Large (>= $10B),118.29,0.296,0.516,0.219,-1.6045416316232128,-2.950210260723307,-3.7071488645920914,-5.9359125315391115,-0.2052538484439757,-0.4346718971646733,-0.3698744330221991,-0.5765258051522724
17,0,LLY,fda_approval,fda,NDA218160:20240927,FDA new indication: RETEVMO,2024-09-27T20:15:00+00:00,2024-09-30,2024-10-01,888.83,2024-10-14,target,9,,,,66.0,,,,,-2.1784,-11.8441,4.3961,,0,0,0,0,0,0,0,0.2,5.106976587198897,1.163794907568905,Health care,842020213761,Large (>= $10B),877.79,0.928,1.258,0.326,-0.6894074232417944,-0.5690244478696813,0.8766963311319211,4.3768032132128765,-1.0336239972096204,-1.1731426578304724,-1.1766306243460087,1.7044297174747316
18,0,REGN,fda_approval,fda,BLA761055:20240927,FDA new indication: DUPIXENT,2024-09-27T20:15:00+00:00,2024-09-30,2024-10-01,1054.06,2024-10-08,stop,5,,,,63.0,,,,,1.2456,-4.9366,7.1881,,0,0,0,0,0,0,0,0.2,-5.186433409862812,-0.7197070108126977,Health care,98769369836,Large (>= $10B),1042.69,0.82,1.09,0.268,-0.8783295068591765,-3.9445686203821384,-5.703481775231012,-3.976824848680338,-1.0336239972096204,-1.1731426578304724,-1.1766306243460087,1.7044297174747316
19,0,ACAD,fda_approval,fda,NDA217026:20240930,FDA new indication: DAYBUE,2024-09-30T20:15:00+00:00,2024-10-01,2024-10-02,15.22,2024-10-09,stop,5,,,,75.0,,,,,1.658,-4.9561,8.6292,,0,0,0,0,0,0,0,0.5,-5.164914586070967,0.7599971816596442,Health care,2537903596,Mid ($2-10B),15.38,-0.52,-1.04,-0.523,-1.0913272010512505,-1.2884362680683377,-5.493429697766095,-2.536793692509864,0.0025682126437722164,0.7282908527241008,0.7617586443782856,1.9260855014003433
20,0,BMY,fda_approval,fda,BLA125554:20241003,FDA new indication: OPDIVO,2024-10-03T20:15:00+00:00,2024-10-04,2024-10-07,54.0,2024-10-21,time_stop,10,,,,83.0,,,,,1.3913,-2.1433,6.3956,,0,0,0,0,0,0,0,0.2,-1.5333333333333308,1.9967442674601934,Health care,109398243805,Large (>= $10B),54.2,-0.443,-0.369,0.074,-1.2370370370370363,-2.4222222222222256,-3.5333333333333328,-1.6444444444444482,-0.8126378435147961,0.8222300017503905,1.249326098372139,2.1262734115176096
21,0,PFE,fda_approval,fda,BLA761369:20241011,FDA approval: HYMPAVZI,2024-10-11T20:15:00+00:00,2024-10-14,2024-10-15,29.09,2024-10-29,time_stop,10,,,,86.8,,,,,-0.4555,-3.4692,3.4832,,0,0,0,0,0,0,0,0.2,-0.4750085940185554,-1.0108246805453411,Health care,164787492461,Large (>= $10B),29.16,-0.274,-0.24,0.034,1.00316259883122,0.418769336541769,-0.7500171880371218,-0.9906497078033702,-1.0227988846884248,-0.5831745325783897,-0.364217656819321,-0.8431858225422915
22,0,PFE,fda_approval,fda,NDA020287:20241015,FDA new indication: FRAGMIN,2024-10-15T20:15:00+00:00,2024-10-16,2024-10-17,29.48,2024-10-25,stop,6,,,,71.0,,,,,-1.2905,-4.2009,3.0628,,0,0,0,0,0,0,0,0.2,-2.9137042062415186,-0.9509685787919662,Health care,168130842549,Large (>= $10B),29.44,0.781,0.136,-0.64,-0.9123473541383984,-2.065671641791045,-2.303120759837185,-3.456445047489831,-0.8076018501134927,-0.5891382635558327,-1.5517434418255258,-1.2069805942892196
23,0,ABBV,fda_approval,fda,NDA216962:20241016,FDA approval: VYALEV,2024-10-16T20:15:00+00:00,2024-10-17,2024-10-18,188.97,2024-10-31,target,9,,,,78.8,,,,,-1.6216,-6.571,2.3738,,0,0,0,0,0,0,0,0.2,6.679398846377738,-1.6570171383567198,Health care,333079439995,Large (>= $10B),190.46,-0.992,-0.782,0.212,-0.25821029793088296,-0.3111287505953351,0.15984547811822586,7.684849447002162,-0.11096957556457882,-0.32840926601263015,-1.0269556731213767,-2.8418066327666303
24,0,LLY,fda_approval,fda,NDA217806:20241018,"FDA new indication: ZEPBOUND, ZEPBOUND (AUTOINJECTOR), ZEPBOUND KWIKPEN",2024-10-18T20:15:00+00:00,2024-10-21,2024-10-22,901.675,2024-10-31,stop,7,,,,60.0,,,,,1.4397,-5.3579,4.9718,,0,0,0,0,0,0,0,0.2,-7.427105109934284,-1.144841235694005,Health care,861209310219,Large (>= $10B),917.97,-1.29,-1.775,-0.492,0.6290126708625723,-1.3484182216430438,-0.874855130728913,-10.79528100479663,0.1906720592031787,-0.5115050339901781,-0.2378624903192293,-2.1344290508562125
25,0,PFE,guidance_raise,filing,0000078003-24-000188,8-K: Pfizer Reports Strong Third-Quarter 2024 Results And Raises 2024 Guidance,2024-10-29T12:06:28+00:00,2024-10-29,2024-10-30,28.31,2024-11-07,stop,6,finbert,0.947,0.025,83.6,,,,,0.9343,-1.5529,4.2805,,0,0,0,0,0,0,0,0.2,-2.955210173083711,1.8282475184503657,Health care,161274141521,Large (>= $10B),28.86,-1.386,-1.906,-0.527,0.5417873542917786,-0.9771105616389939,-1.33034263511127,-7.688519957612139,-0.42019990022191794,-1.9633195134958423,-0.9896230797020287,2.4854065956751326
26,0,AAPL,earnings_beat,filing,0000320193-24-000120,8-K: iPhone drives record September quarter revenue,2024-10-31T20:30:25+00:00,2024-11-01,2024-11-04,220.99,2024-11-18,time_stop,10,finbert,0.887,0.046,80.5,,,,,0.7611,-4.088,4.1099,,0,0,0,0,0,0,0,0.2,1.727689035702973,2.4331454182569656,Technology,3369468104930,Large (>= $10B),225.91,-1.328,-2.178,-0.861,0.26155934657676755,0.5828408525272668,2.501479704964016,1.6145617448753316,-0.43985433663643586,3.2770125004377038,4.528807031058535,2.350859623936419
27,0,TGTX,guidance_raise,filing,0001437749-24-033055,8-K: TG Therapeutics Reports Third Quarter 2024 Financial Results and Raises BRIUMVI® (ublituximab-xiiy) Full Year Revenue Guidance,2024-11-04T12:19:19+00:00,2024-11-04,2024-11-05,24.49,2024-11-07,target,2,finbert,0.938,0.014,83.6,,,,,-6.4313,-16.1345,6.1364,,0,0,0,0,0,0,0,0.2,11.274071049407942,3.7142166310404123,Health care,3771491617,Mid ($2-10B),26.9,-9.442,-8.959,0.534,5.3941200489995955,13.7240506329114,25.320620661494498,20.706492445896284,0.8442583312892051,4.157500788450075,4.7094158460945446,2.850425763044462
28,0,PLTR,guidance_raise,filing,0001321655-24-000207,"8-K: Palantir Reports Revenue Growth of 30% Y/Y, U.S. Revenue Growth of 44% Y/Y, GAAP EPS of $0.06; Raises Full Year Guidance on Revenue, U.S. Comm Revenue, Adj",2024-11-04T21:07:10+00:00,2024-11-05,2024-11-06,53.44,2024-11-07,target,1,finbert,0.939,0.014,97.7,priced_in,,,,-3.2862,-15.0652,12.6071,,0,0,0,0,0,0,0,0.2,4.253592814371254,0.45852002715547363,Technology,116055334170,Large (>= $10B),41.41,23.473,29.051,4.518,3.7109281437125885,9.062724550898206,11.794760479041933,17.65179640718564,0.11228784792938223,1.3257976917854688,1.1068567549219257,-0.013306177868321722
29,0,BMY,insider_buy_cluster,filing,0000014272-24-000149,1 insider(s) bought $100K of BMY (Form 4),2024-11-05T22:41:22+00:00,2024-11-06,2024-11-07,55.19,2024-11-12,target,3,,,,70.8,,,,,0.9315,-1.9992,5.259,,0,0,0,0,0,0,0,0.2,8.189200942199683,0.7442233762730013,Health care,112117606539,Large (>= $10B),55.95,-1.197,-1.358,-0.163,-1.0697227758651893,8.189200942199683,5.63439028809567,4.6740713897445385,0.22658663249477423,0.7577122816483375,0.4929925136575088,-0.6350171983543593
30,0,INTC,insider_buy_cluster,filing,0001127602-24-026581,1 insider(s) bought $251K of INTC (Form 4),2024-11-06T21:06:28+00:00,2024-11-07,2024-11-08,26.0,2024-11-13,stop,3,,,,80.2,,,,,-0.6046,-13.9651,15.0271,,0,0,0,0,0,0,0,0.2,-7.661538461538464,0.0012848684100232322,Technology,113129990000,Large (>= $10B),25.05,4.711,3.792,-0.877,0.5692307692307665,-7.27692307692308,-3.9307692307692266,-6.199999999999995,0.1388295284902032,-0.07755170505057124,-0.6730194407635335,-0.6193434758542058
31,0,RKLB,earnings_beat,filing,0000950170-24-125448,"8-K: Rocket Lab Announces Third Quarter 2024 Financial Results, Posts 55% Year-on-Year Growth and Guides to Record Revenue in Q4",2024-11-12T21:17:19+00:00,2024-11-13,2024-11-14,19.43,2024-11-22,target,6,finbert,0.954,0.018,89.2,priced_in,,,,1.2959,-20.2416,62.9217,,0,0,0,0,0,0,0,0.2,18.302316006176003,-0.8127368914484843,Industrials,9413325599,Mid ($2-10B),14.66,28.445,32.538,3.186,-10.853628409675764,-0.9205352547606791,3.6600102933607825,31.915285640761713,-0.8646353713252617,-1.7351905176454905,-1.3417665572892365,0.052795821335305415
32,0,LLY,fda_approval,fda,NDA208716:20241113,FDA new indication: VERZENIO,2024-11-13T21:15:00+00:00,2024-11-14,2024-11-15,775.19,2024-11-18,stop,1,,,,60.0,,,,,5.4712,-5.2845,13.6936,,0,0,0,0,0,0,0,0.2,-5.61802654833009,-0.7935020009496083,Health care,746380478094,Large (>= $10B),811.81,-3.151,-4.511,-1.404,-3.9397283246687897,-6.064368735406811,-3.459845973245279,2.400652743198428,-0.8732008410771261,-0.1016482398426442,0.46980940107168595,1.9756087634809518
33,0,ARDX,insider_buy_cluster,filing,0001628280-24-047919,1 insider(s) bought $997K of ARDX (Form 4),2024-11-14T21:26:52+00:00,2024-11-15,2024-11-18,4.92,2024-12-03,time_stop,10,,,,74.5,,,,,3.8709,-10.0507,22.5659,,0,0,0,0,0,0,0,0.5,11.288617886178866,2.7289345296987344,Health care,1177165722,Small ($300M-2B),4.71,5.52,4.459,-1.006,0.31300813008129413,-0.5,7.426829268292668,12.101626016260159,0.12922793490497425,0.5301013271467927,1.3847292825219129,2.769874791034077
34,0,AXSM,positive_trial,filing,0000950170-24-130755,8-K: Axsome Therapeutics Announces AXS-12 Achieves Primary Endpoint in ENCORE Long-Term Phase 3 Trial in Narcolepsy,2024-11-26T12:05:36+00:00,2024-11-26,2024-11-27,97.77,2024-12-12,time_stop,10,finbert,0.932,0.01,86.6,,,,,-1.606,-7.2746,4.5669,,0,0,0,0,0,0,0,0.2,-0.527298762401551,0.8192185990740344,Health care,4702304343,Mid ($2-10B),97.5,-0.482,0.277,0.763,1.7228802291091363,1.139879308581371,1.610371279533607,-0.23068425897514439,-0.4714585484461907,0.3279285880824602,0.9990807047929764,0.9657729074376233
35,0,GILD,fda_approval,fda,NDA215974:20241125,FDA new indication: SUNLENCA,2024-11-25T21:15:00+00:00,2024-11-26,2024-11-27,91.44,2024-12-12,time_stop,10,,,,89.0,,,,,2.085,-0.6039,5.4159,,0,0,0,0,0,0,0,0.2,0.9154855643044526,0.8192185990740344,Health care,113846386037,Large (>= $10B),90.49,0.95,1.05,0.099,0.8608048993875796,2.6215223097112883,-0.03595800524933673,0.8279965004374337,-0.4714585484461907,0.3279285880824602,0.9990807047929764,0.9657729074376233
36,0,WMT,insider_buy_cluster,filing,0001127602-24-028230,1 insider(s) bought $500K of WMT (Form 4),2024-11-29T22:12:06+00:00,2024-12-02,2024-12-03,92.78,2024-12-17,time_stop,10,,,,76.4,,,,,0.0133,-2.8311,2.8843,,0,0,0,0,0,0,0,0.2,2.343651649062295,-0.06741576757982576,Consumer,744663588759,Large (>= $10B),92.5,0.151,0.303,0.151,0.5868075016167265,2.5161026083207583,0.9317094201336531,2.0526406553136534,-0.11382024892689896,0.3419380500173876,0.013792074777496832,0.3634829877856795
37,0,ADBE,earnings_beat,filing,0000796343-24-000250,8-K: Adobe Reports Record Q4 and Fiscal 2024 Revenue,2024-12-11T21:06:49+00:00,2024-12-12,2024-12-13,473.98,2024-12-19,stop,4,finbert,0.477,0.142,68.4,,,,,5.8881,-13.9901,15.7356,,0,0,0,0,0,0,0,0.2,-6.6496392252837655,-2.6802110817941927,Technology,208932126000,Large (>= $10B),549.93,-13.693,-13.811,-0.137,-1.9490189459470895,-4.1558631165871995,-7.91973500991604,-6.001932570994561,-0.5611477572559307,-0.547955145118739,-3.547625329815296,-2.078298153034297
38,0,MRK,fda_approval,fda,BLA125514:20241211,FDA new indication: KEYTRUDA,2024-12-11T21:15:00+00:00,2024-12-12,2024-12-13,101.13,2024-12-30,time_stop,10,,,,78.0,,,,,-2.5335,-6.1931,0.7748,,0,0,0,0,0,0,0,0.2,-1.7425689706318634,-3.2524406332453792,Health care,256125609056,Large (>= $10B),99.75,1.504,1.383,-0.119,0.6602788490062352,-1.2580441016513342,-1.7920102837931327,-1.6140215564125258,-0.5611477572559307,-0.547955145118739,-3.547625329815296,-2.078298153034297
39,0,JNJ,insider_buy_cluster,filing,0000200406-24-000106,1 insider(s) bought $147K of JNJ (Form 4),2024-12-12T22:27:36+00:00,2024-12-13,2024-12-16,146.73,2024-12-31,time_stop,10,,,,66.4,,,,,-0.4647,-4.0287,3.2741,,0,0,0,0,0,0,0,0.2,-2.224125945614397,-2.855940594059414,Health care,353005680155,Large (>= $10B),146.24,0.26,0.335,0.075,-2.1627887957472836,-1.5494172970762607,-1.7402439855516925,-2.5103659783275334,-0.06963696369637323,-3.4541254125412535,-2.650495049504953,-3.1339933993399294
40,0,VRTX,fda_approval,fda,NDA206038:20241213,FDA new indication: ORKAMBI,2024-12-13T21:15:00+00:00,2024-12-16,2024-12-17,468.07,2024-12-19,stop,2,,,,81.0,,,,,0.777,-3.2776,4.8136,,0,0,0,0,0,0,0,0.2,-16.665485931591427,-2.3235041957000324,Health care,120546885356,Large (>= $10B),463.73,0.94,0.936,-0.004,0.04996261242977712,-15.460537953724872,-13.616796632982252,-14.165859807293778,-0.18344891507640054,-3.194091262682275,-1.7723530677435926,-3.1974014796669947
41,0,NBIX,fda_approval,fda,NDA218808:20241213,FDA approval: CRENESSITY,2024-12-13T21:15:00+00:00,2024-12-16,2024-12-17,132.51,2024-12-30,target,8,,,,94.8,priced_in,,,,-1.2288,-7.3081,6.1831,,0,0,0,0,0,0,0,0.2,3.9959097426609302,-2.8978268425495446,Health care,13470901509,Large (>= $10B),126.7,5.012,4.586,-0.406,2.9544789072522892,1.6489170628631868,3.1808769149498373,2.811093502377182,-0.18344891507640054,-3.194091262682275,-1.7723530677435926,-3.1974014796669947
42,0,SOFI,insider_buy_cluster,filing,0001818874-24-000248,1 insider(s) bought $500K of SOFI (Form 4),2024-12-16T22:39:37+00:00,2024-12-17,2024-12-18,16.89,2024-12-19,stop,1,,,,73.4,,,,,2.1895,-6.706,12.7946,,0,0,0,0,0,0,0,0.2,-7.127175843694489,-2.289473161362965,Financials,18078546938,Large (>= $10B),16.88,-1.303,0.059,1.381,-9.969094138543522,-9.317821195973952,-5.350976909413863,-16.54103019538188,-3.1305606145898945,-2.324242524586917,-0.6437233020961106,-3.402092784529298
43,0,COP,insider_buy_cluster,filing,0000950170-24-138044,"1 insider(s) bought $1,017K of COP (Form 4)",2024-12-18T23:19:38+00:00,2024-12-19,2024-12-20,94.755,2025-01-03,target,8,,,,66.5,,,,,3.3466,-4.2668,11.4767,,0,0,0,0,0,0,0,0.2,5.989646984328023,0.7900819911648818,Energy,109543849656,Large (>= $10B),95.85,-0.699,-1.142,-0.447,0.18520394702128423,2.285356973246788,2.08483985013983,5.324774418236511,1.4123210203345062,3.1569967512934616,2.075813465802634,2.1359746979046745
44,0,IONS,fda_approval,fda,NDA218614:20241219,FDA approval: TRYNGOLZA (AUTOINJECTOR),2024-12-19T21:15:00+00:00,2024-12-20,2024-12-23,36.05,2025-01-08,time_stop,10,,,,86.8,,,,,-3.0263,-10.432,3.6731,,0,0,0,0,0,0,0,0.2,-3.778363384188621,-0.5706273587300468,Health care,5625880336,Mid ($2-10B),35.59,0.112,1.292,1.179,-0.11678224687932098,0.5766990291262266,-3.334535367545066,-3.195839112343968,0.44309770007955346,1.5685186752187443,-0.6518607524243045,-0.5824738953104645
45,0,LLY,fda_approval,fda,NDA217806:20241220,"FDA new indication: ZEPBOUND, ZEPBOUND (AUTOINJECTOR), ZEPBOUND KWIKPEN",2024-12-20T21:15:00+00:00,2024-12-23,2024-12-24,791.37,2025-01-10,time_stop,10,,,,78.0,,,,,0.9511,-7.6248,8.6217,,0,0,0,0,0,0,0,0.2,-0.1292366402567689,-1.907881756870111,Health care,755921100818,Large (>= $10B),767.76,3.715,3.075,-0.617,0.3433615123140889,-1.2361777676687333,-2.6476540682613736,-0.7244070409542889,0.6791061302553472,-0.3761567627419969,-1.8743280877763777,-1.3022380297285416
46,0,VRTX,fda_approval,fda,NDA218730:20241220,FDA approval: ALYFTREK,2024-12-20T21:15:00+00:00,2024-12-23,2024-12-24,401.53,2025-01-10,time_stop,10,,,,69.8,,,,,8.4694,-2.3387,15.8672,,0,0,0,0,0,0,0,0.2,0.9555799068562856,-1.907881756870111,Health care,104368895358,Large (>= $10B),397.27,2.014,1.072,-0.923,1.456165168231527,1.6006126565885517,0.0913854506512603,2.4349214255472873,0.6791061302553472,-0.3761567627419969,-1.8743280877763777,-1.3022380297285416
47,0,BIIB,fda_approval,fda,NDA216718:20241220,FDA new indication: SKYCLARYS,2024-12-20T21:15:00+00:00,2024-12-23,2024-12-24,148.67,2025-01-10,time_stop,10,,,,78.0,,,,,-2.419,-7.2938,1.8221,,0,0,0,0,0,0,0,0.2,0.1430416358377819,-1.907881756870111,Health care,21645162000,Large (>= $10B),146.47,1.987,1.502,-0.475,0.03542073047690958,1.5757449384543156,2.6586802986480196,1.1990717696912736,0.6791061302553472,-0.3761567627419969,-1.8743280877763777,-1.3022380297285416
